latitude,longitude,water_frac,soil_frac,ice_frac
27.0,-123.0,100.0,0.0,0.0
27.0,-117.0,94.9,5.1,0.0
27.0,-111.0,46.0,54.0,0.0
27.0,-105.0,1.0,99.0,0.0
27.0,-99.0,17.7,82.3,0.0
27.0,-93.0,90.5,9.5,0.0
27.0,-87.0,98.2,1.8,0.0
27.0,-81.0,74.1,25.9,0.0
27.0,-75.0,98.7,1.3,0.0
27.0,-69.0,100.0,0.0,0.0
27.0,-63.0,100.0,0.0,0.0
27.0,-57.0,100.0,0.0,0.0
27.0,-51.0,100.0,0.0,0.0
27.0,-45.0,100.0,0.0,0.0
27.0,-39.0,100.0,0.0,0.0
27.0,-33.0,100.0,0.0,0.0
27.0,-27.0,100.0,0.0,0.0
27.0,-21.0,100.0,0.0,0.0
27.0,-15.0,73.1,26.9,0.0
27.0,-9.0,7.2,92.8,0.0
27.0,-3.0,0.0,100.0,0.0
27.0,3.0,0.0,100.0,0.0
27.0,9.0,0.0,100.0,0.0
27.0,15.0,0.0,100.0,0.0
27.0,21.0,0.0,100.0,0.0
27.0,27.0,0.0,100.0,0.0
27.0,33.0,19.0,81.0,0.0
27.0,39.0,7.6,92.4,0.0
27.0,45.0,0.1,99.9,0.0
27.0,51.0,47.9,52.1,0.0
27.0,57.0,28.5,71.5,0.0
27.0,63.0,21.0,79.0,0.0
27.0,69.0,4.6,95.4,0.0
27.0,75.0,0.1,99.9,0.0
27.0,81.0,0.1,99.9,0.0
27.0,87.0,0.7,99.3,0.0
27.0,93.0,0.3,99.7,0.0
27.0,99.0,0.1,99.9,0.0
27.0,105.0,0.1,99.9,0.0
27.0,111.0,0.4,99.6,0.0
27.0,117.0,7.9,92.1,0.0
27.0,123.0,85.0,15.0,0.0
27.0,129.0,99.3,0.7,0.0
27.0,135.0,100.0,0.0,0.0
27.0,141.0,100.0,0.0,0.0
27.0,147.0,100.0,0.0,0.0
27.0,153.0,100.0,0.0,0.0
27.0,159.0,100.0,0.0,0.0
27.0,165.0,100.0,0.0,0.0
27.0,171.0,100.0,0.0,0.0
27.0,177.0,100.0,0.0,0.0
21.0,-177.0,100.0,0.0,0.0
21.0,-171.0,100.0,0.0,0.0
21.0,-165.0,100.0,0.0,0.0
21.0,-159.0,98.4,1.6,0.0
21.0,-153.0,97.5,2.5,0.0
21.0,-147.0,100.0,0.0,0.0
21.0,-141.0,100.0,0.0,0.0
21.0,-135.0,100.0,0.0,0.0
21.0,-129.0,100.0,0.0,0.0
21.0,-123.0,100.0,0.0,0.0
21.0,-117.0,100.0,0.0,0.0
21.0,-111.0,97.6,2.4,0.0
21.0,-105.0,45.3,54.7,0.0
21.0,-99.0,18.0,82.0,0.0
21.0,-93.0,86.6,13.4,0.0
21.0,-87.0,74.7,25.3,0.0
21.0,-81.0,84.9,15.1,0.0
21.0,-75.0,80.6,19.4,0.0
21.0,-69.0,86.1,13.9,0.0
21.0,-63.0,99.5,0.5,0.0
21.0,-57.0,100.0,0.0,0.0
21.0,-51.0,100.0,0.0,0.0
21.0,-45.0,100.0,0.0,0.0
21.0,-39.0,100.0,0.0,0.0
21.0,-33.0,100.0,0.0,0.0
21.0,-27.0,100.0,0.0,0.0
21.0,-21.0,100.0,0.0,0.0
21.0,-15.0,27.0,73.0,0.0
21.0,-9.0,0.0,100.0,0.0
21.0,-3.0,0.0,100.0,0.0
21.0,3.0,0.0,100.0,0.0
21.0,9.0,0.0,100.0,0.0
21.0,15.0,0.0,100.0,0.0
21.0,21.0,0.0,100.0,0.0
21.0,27.0,0.0,100.0,0.0
21.0,33.0,2.2,97.8,0.0
21.0,39.0,46.9,53.1,0.0
21.0,45.0,0.0,100.0,0.0
21.0,51.0,0.1,99.9,0.0
21.0,57.0,27.1,72.9,0.0
21.0,63.0,100.0,0.0,0.0
21.0,69.0,76.0,24.0,0.0
21.0,75.0,8.6,91.4,0.0
21.0,81.0,0.3,99.7,0.0
21.0,87.0,43.7,56.3,0.0
21.0,93.0,36.4,63.6,0.0
21.0,99.0,0.0,100.0,0.0
21.0,105.0,16.0,84.0,0.0
21.0,111.0,51.6,48.4,0.0
21.0,117.0,89.4,10.6,0.0
21.0,123.0,92.2,7.8,0.0
21.0,129.0,100.0,0.0,0.0
21.0,135.0,100.0,0.0,0.0
21.0,141.0,100.0,0.0,0.0
21.0,147.0,100.0,0.0,0.0
21.0,153.0,100.0,0.0,0.0
21.0,159.0,100.0,0.0,0.0
21.0,165.0,100.0,0.0,0.0
21.0,171.0,100.0,0.0,0.0
21.0,177.0,100.0,0.0,0.0
15.0,-177.0,100.0,0.0,0.0
15.0,-171.0,100.0,0.0,0.0
15.0,-165.0,100.0,0.0,0.0
15.0,-159.0,100.0,0.0,0.0
15.0,-153.0,100.0,0.0,0.0
15.0,-147.0,100.0,0.0,0.0
15.0,-141.0,100.0,0.0,0.0
15.0,-135.0,100.0,0.0,0.0
15.0,-129.0,100.0,0.0,0.0
15.0,-123.0,100.0,0.0,0.0
15.0,-117.0,100.0,0.0,0.0
15.0,-111.0,100.0,0.0,0.0
15.0,-105.0,99.9,0.1,0.0
15.0,-99.0,76.0,24.0,0.0
15.0,-93.0,51.8,48.2,0.0
15.0,-87.0,37.2,62.8,0.0
15.0,-81.0,95.0,5.0,0.0
15.0,-75.0,99.3,0.7,0.0
15.0,-69.0,98.3,1.7,0.0
15.0,-63.0,98.6,1.4,0.0
15.0,-57.0,99.9,0.1,0.0
15.0,-51.0,100.0,0.0,0.0
15.0,-45.0,100.0,0.0,0.0
15.0,-39.0,100.0,0.0,0.0
15.0,-33.0,100.0,0.0,0.0
15.0,-27.0,99.5,0.5,0.0
15.0,-21.0,99.5,0.5,0.0
15.0,-15.0,23.9,76.1,0.0
15.0,-9.0,0.1,99.9,0.0
15.0,-3.0,0.8,99.2,0.0
15.0,3.0,0.1,99.9,0.0
15.0,9.0,0.0,100.0,0.0
15.0,15.0,2.8,97.2,0.0
15.0,21.0,0.0,100.0,0.0
15.0,27.0,0.0,100.0,0.0
15.0,33.0,0.0,100.0,0.0
15.0,39.0,25.4,74.6,0.0
15.0,45.0,25.9,74.1,0.0
15.0,51.0,55.0,45.0,0.0
15.0,57.0,95.7,4.3,0.0
15.0,63.0,100.0,0.0,0.0
15.0,69.0,100.0,0.0,0.0
15.0,75.0,34.5,65.5,0.0
15.0,81.0,50.5,49.5,0.0
15.0,87.0,100.0,0.0,0.0
15.0,93.0,89.9,10.1,0.0
15.0,99.0,32.4,67.6,0.0
15.0,105.0,6.2,93.8,0.0
15.0,111.0,87.7,12.3,0.0
15.0,117.0,99.6,0.4,0.0
15.0,123.0,72.1,27.9,0.0
15.0,129.0,100.0,0.0,0.0
15.0,135.0,100.0,0.0,0.0
15.0,141.0,100.0,0.0,0.0
15.0,147.0,99.8,0.2,0.0
15.0,153.0,100.0,0.0,0.0
15.0,159.0,100.0,0.0,0.0
15.0,165.0,100.0,0.0,0.0
15.0,171.0,100.0,0.0,0.0
15.0,177.0,100.0,0.0,0.0
9.0,-177.0,100.0,0.0,0.0
9.0,-171.0,100.0,0.0,0.0
9.0,-165.0,100.0,0.0,0.0
9.0,-159.0,100.0,0.0,0.0
9.0,-153.0,100.0,0.0,0.0
9.0,-147.0,100.0,0.0,0.0
9.0,-141.0,100.0,0.0,0.0
9.0,-135.0,100.0,0.0,0.0
9.0,-129.0,100.0,0.0,0.0
9.0,-123.0,100.0,0.0,0.0
9.0,-117.0,100.0,0.0,0.0
9.0,-111.0,100.0,0.0,0.0
9.0,-105.0,100.0,0.0,0.0
9.0,-99.0,100.0,0.0,0.0
9.0,-93.0,100.0,0.0,0.0
9.0,-87.0,89.4,10.6,0.0
9.0,-81.0,79.2,20.8,0.0
9.0,-75.0,30.5,69.5,0.0
9.0,-69.0,18.8,81.2,0.0
9.0,-63.0,33.2,66.8,0.0
9.0,-57.0,89.4,10.6,0.0
9.0,-51.0,100.0,0.0,0.0
9.0,-45.0,100.0,0.0,0.0
9.0,-39.0,100.0,0.0,0.0
9.0,-33.0,100.0,0.0,0.0
9.0,-27.0,100.0,0.0,0.0
9.0,-21.0,100.0,0.0,0.0
9.0,-15.0,74.0,26.0,0.0
9.0,-9.0,3.1,96.9,0.0
9.0,-3.0,1.4,98.6,0.0
9.0,3.0,4.8,95.2,0.0
9.0,9.0,0.3,99.7,0.0
9.0,15.0,0.1,99.9,0.0
9.0,21.0,0.0,100.0,0.0
9.0,27.0,0.0,100.0,0.0
9.0,33.0,0.1,99.9,0.0
9.0,39.0,1.0,99.0,0.0
9.0,45.0,16.3,83.7,0.0
9.0,51.0,65.3,34.7,0.0
9.0,57.0,100.0,0.0,0.0
9.0,63.0,100.0,0.0,0.0
9.0,69.0,100.0,0.0,0.0
9.0,75.0,80.8,19.2,0.0
9.0,81.0,72.4,27.6,0.0
9.0,87.0,100.0,0.0,0.0
9.0,93.0,99.1,0.9,0.0
9.0,99.0,79.3,20.7,0.0
9.0,105.0,72.9,27.1,0.0
9.0,111.0,97.1,2.9,0.0
9.0,117.0,94.1,5.9,0.0
9.0,123.0,69.7,30.3,0.0
9.0,129.0,97.1,2.9,0.0
9.0,135.0,99.9,0.1,0.0
9.0,141.0,100.0,0.0,0.0
9.0,147.0,100.0,0.0,0.0
9.0,153.0,100.0,0.0,0.0
9.0,159.0,99.9,0.1,0.0
9.0,165.0,100.0,0.0,0.0
9.0,171.0,100.0,0.0,0.0
9.0,177.0,100.0,0.0,0.0
3.0,-177.0,100.0,0.0,0.0
3.0,-171.0,100.0,0.0,0.0
3.0,-165.0,100.0,0.0,0.0
3.0,-159.0,99.9,0.1,0.0
3.0,-153.0,100.0,0.0,0.0
3.0,-147.0,100.0,0.0,0.0
3.0,-141.0,100.0,0.0,0.0
3.0,-135.0,100.0,0.0,0.0
3.0,-129.0,100.0,0.0,0.0
3.0,-123.0,100.0,0.0,0.0
3.0,-117.0,100.0,0.0,0.0
3.0,-111.0,100.0,0.0,0.0
3.0,-105.0,100.0,0.0,0.0
3.0,-99.0,100.0,0.0,0.0
3.0,-93.0,99.9,0.1,0.0
3.0,-87.0,100.0,0.0,0.0
3.0,-81.0,91.1,8.9,0.0
3.0,-75.0,5.7,94.3,0.0
3.0,-69.0,0.0,100.0,0.0
3.0,-63.0,0.0,100.0,0.0
3.0,-57.0,1.0,99.0,0.0
3.0,-51.0,53.1,46.9,0.0
3.0,-45.0,100.0,0.0,0.0
3.0,-39.0,100.0,0.0,0.0
3.0,-33.0,100.0,0.0,0.0
3.0,-27.0,100.0,0.0,0.0
3.0,-21.0,100.0,0.0,0.0
3.0,-15.0,100.0,0.0,0.0
3.0,-9.0,86.8,13.2,0.0
3.0,-3.0,85.3,14.7,0.0
3.0,3.0,96.5,3.5,0.0
3.0,9.0,44.1,55.9,0.0
3.0,15.0,0.1,99.9,0.0
3.0,21.0,1.2,98.8,0.0
3.0,27.0,0.1,99.9,0.0
3.0,33.0,3.0,97.0,0.0
3.0,39.0,1.5,98.5,0.0
3.0,45.0,30.6,69.4,0.0
3.0,51.0,98.0,2.0,0.0
3.0,57.0,100.0,0.0,0.0
3.0,63.0,100.0,0.0,0.0
3.0,69.0,100.0,0.0,0.0
3.0,75.0,100.0,0.0,0.0
3.0,81.0,99.9,0.1,0.0
3.0,87.0,100.0,0.0,0.0
3.0,93.0,97.9,2.1,0.0
3.0,99.0,50.3,49.7,0.0
3.0,105.0,77.2,22.8,0.0
3.0,111.0,64.4,35.6,0.0
3.0,117.0,36.9,63.1,0.0
3.0,123.0,90.6,9.4,0.0
3.0,129.0,95.5,4.5,0.0
3.0,135.0,100.0,0.0,0.0
3.0,141.0,100.0,0.0,0.0
3.0,147.0,100.0,0.0,0.0
3.0,153.0,100.0,0.0,0.0
3.0,159.0,100.0,0.0,0.0
3.0,165.0,100.0,0.0,0.0
3.0,171.0,99.9,0.1,0.0
3.0,177.0,100.0,0.0,0.0
-3.0,-177.0,100.0,0.0,0.0
-3.0,-171.0,100.0,0.0,0.0
-3.0,-165.0,100.0,0.0,0.0
-3.0,-159.0,100.0,0.0,0.0
-3.0,-153.0,100.0,0.0,0.0
-3.0,-147.0,100.0,0.0,0.0
-3.0,-141.0,100.0,0.0,0.0
-3.0,-135.0,100.0,0.0,0.0
-3.0,-129.0,100.0,0.0,0.0
-3.0,-123.0,100.0,0.0,0.0
-3.0,-117.0,100.0,0.0,0.0
-3.0,-111.0,100.0,0.0,0.0
-3.0,-105.0,100.0,0.0,0.0
-3.0,-99.0,100.0,0.0,0.0
-3.0,-93.0,98.5,1.5,0.0
-3.0,-87.0,99.9,0.1,0.0
-3.0,-81.0,55.0,45.0,0.0
-3.0,-75.0,0.1,99.9,0.0
-3.0,-69.0,1.1,98.9,0.0
-3.0,-63.0,2.9,97.1,0.0
-3.0,-57.0,2.0,98.0,0.0
-3.0,-51.0,6.2,93.8,0.0
-3.0,-45.0,28.8,71.2,0.0
-3.0,-39.0,62.1,37.9,0.0
-3.0,-33.0,98.2,1.8,0.0
-3.0,-27.0,100.0,0.0,0.0
-3.0,-21.0,100.0,0.0,0.0
-3.0,-15.0,100.0,0.0,0.0
-3.0,-9.0,100.0,0.0,0.0
-3.0,-3.0,100.0,0.0,0.0
-3.0,3.0,100.0,0.0,0.0
-3.0,9.0,73.7,26.3,0.0
-3.0,15.0,1.5,98.5,0.0
-3.0,21.0,0.6,99.4,0.0
-3.0,27.0,4.4,95.6,0.0
-3.0,33.0,14.8,85.2,0.0
-3.0,39.0,25.8,74.2,0.0
-3.0,45.0,98.7,1.3,0.0
-3.0,51.0,100.0,0.0,0.0
-3.0,57.0,99.9,0.1,0.0
-3.0,63.0,100.0,0.0,0.0
-3.0,69.0,100.0,0.0,0.0
-3.0,75.0,100.0,0.0,0.0
-3.0,81.0,100.0,0.0,0.0
-3.0,87.0,100.0,0.0,0.0
-3.0,93.0,100.0,0.0,0.0
-3.0,99.0,86.2,13.8,0.0
-3.0,105.0,53.2,46.8,0.0
-3.0,111.0,62.4,37.6,0.0
-3.0,117.0,61.5,38.5,0.0
-3.0,123.0,75.9,24.1,0.0
-3.0,129.0,88.1,11.9,0.0
-3.0,135.0,59.4,40.6,0.0
-3.0,141.0,44.7,55.3,0.0
-3.0,147.0,86.8,13.2,0.0
-3.0,153.0,92.2,7.8,0.0
-3.0,159.0,100.0,0.0,0.0
-3.0,165.0,100.0,0.0,0.0
-3.0,171.0,100.0,0.0,0.0
-3.0,177.0,100.0,0.0,0.0
-9.0,-177.0,100.0,0.0,0.0
-9.0,-171.0,100.0,0.0,0.0
-9.0,-165.0,100.0,0.0,0.0
-9.0,-159.0,100.0,0.0,0.0
-9.0,-153.0,100.0,0.0,0.0
-9.0,-147.0,100.0,0.0,0.0
-9.0,-141.0,99.8,0.2,0.0
-9.0,-135.0,100.0,0.0,0.0
-9.0,-129.0,100.0,0.0,0.0
-9.0,-123.0,100.0,0.0,0.0
-9.0,-117.0,100.0,0.0,0.0
-9.0,-111.0,100.0,0.0,0.0
-9.0,-105.0,100.0,0.0,0.0
-9.0,-99.0,100.0,0.0,0.0
-9.0,-93.0,100.0,0.0,0.0
-9.0,-87.0,100.0,0.0,0.0
-9.0,-81.0,85.4,14.6,0.0
-9.0,-75.0,2.1,97.9,0.0
-9.0,-69.0,0.0,100.0,0.0
-9.0,-63.0,0.0,100.0,0.0
-9.0,-57.0,0.0,100.0,0.0
-9.0,-51.0,0.0,100.0,0.0
-9.0,-45.0,0.0,100.0,0.0
-9.0,-39.0,5.2,94.8,0.0
-9.0,-33.0,89.9,10.1,0.0
-9.0,-27.0,100.0,0.0,0.0
-9.0,-21.0,100.0,0.0,0.0
-9.0,-15.0,100.0,0.0,0.0
-9.0,-9.0,100.0,0.0,0.0
-9.0,-3.0,100.0,0.0,0.0
-9.0,3.0,100.0,0.0,0.0
-9.0,9.0,100.0,0.0,0.0
-9.0,15.0,20.8,79.2,0.0
-9.0,21.0,0.0,100.0,0.0
-9.0,27.0,3.6,96.4,0.0
-9.0,33.0,6.8,93.2,0.0
-9.0,39.0,37.4,62.6,0.0
-9.0,45.0,99.7,0.3,0.0
-9.0,51.0,100.0,0.0,0.0
-9.0,57.0,100.0,0.0,0.0
-9.0,63.0,100.0,0.0,0.0
-9.0,69.0,100.0,0.0,0.0
-9.0,75.0,100.0,0.0,0.0
-9.0,81.0,100.0,0.0,0.0
-9.0,87.0,100.0,0.0,0.0
-9.0,93.0,100.0,0.0,0.0
-9.0,99.0,100.0,0.0,0.0
-9.0,105.0,92.0,8.0,0.0
-9.0,111.0,79.3,20.7,0.0
-9.0,117.0,91.3,8.7,0.0
-9.0,123.0,88.6,11.4,0.0
-9.0,129.0,94.9,5.1,0.0
-9.0,135.0,96.4,3.6,0.0
-9.0,141.0,55.6,44.4,0.0
-9.0,147.0,68.0,32.0,0.0
-9.0,153.0,95.7,4.3,0.0
-9.0,159.0,94.0,6.0,0.0
-9.0,165.0,99.6,0.4,0.0
-9.0,171.0,100.0,0.0,0.0
-9.0,177.0,100.0,0.0,0.0
-15.0,-177.0,99.8,0.2,0.0
-15.0,-171.0,99.3,0.7,0.0
-15.0,-165.0,100.0,0.0,0.0
-15.0,-159.0,100.0,0.0,0.0
-15.0,-153.0,99.9,0.1,0.0
-15.0,-147.0,99.7,0.3,0.0
-15.0,-141.0,100.0,0.0,0.0
-15.0,-135.0,100.0,0.0,0.0
-15.0,-129.0,100.0,0.0,0.0
-15.0,-123.0,100.0,0.0,0.0
-15.0,-117.0,100.0,0.0,0.0
-15.0,-111.0,100.0,0.0,0.0
-15.0,-105.0,100.0,0.0,0.0
-15.0,-99.0,100.0,0.0,0.0
-15.0,-93.0,100.0,0.0,0.0
-15.0,-87.0,100.0,0.0,0.0
-15.0,-81.0,100.0,0.0,0.0
-15.0,-75.0,53.1,46.9,0.0
-15.0,-69.0,3.7,96.3,0.0
-15.0,-63.0,0.2,99.8,0.0
-15.0,-57.0,0.0,100.0,0.0
-15.0,-51.0,0.0,100.0,0.0
-15.0,-45.0,0.0,100.0,0.0
-15.0,-39.0,47.5,52.5,0.0
-15.0,-33.0,100.0,0.0,0.0
-15.0,-27.0,100.0,0.0,0.0
-15.0,-21.0,100.0,0.0,0.0
-15.0,-15.0,100.0,0.0,0.0
-15.0,-9.0,100.0,0.0,0.0
-15.0,-3.0,100.0,0.0,0.0
-15.0,3.0,100.0,0.0,0.0
-15.0,9.0,98.7,1.3,0.0
-15.0,15.0,6.7,93.3,0.0
-15.0,21.0,0.0,100.0,0.0
-15.0,27.0,1.1,98.9,0.0
-15.0,33.0,4.2,95.8,0.0
-15.0,39.0,33.8,66.2,0.0
-15.0,45.0,74.4,25.6,0.0
-15.0,51.0,72.6,27.4,0.0
-15.0,57.0,100.0,0.0,0.0
-15.0,63.0,100.0,0.0,0.0
-15.0,69.0,100.0,0.0,0.0
-15.0,75.0,100.0,0.0,0.0
-15.0,81.0,100.0,0.0,0.0
-15.0,87.0,100.0,0.0,0.0
-15.0,93.0,100.0,0.0,0.0
-15.0,99.0,100.0,0.0,0.0
-15.0,105.0,100.0,0.0,0.0
-15.0,111.0,100.0,0.0,0.0
-15.0,117.0,100.0,0.0,0.0
-15.0,123.0,78.9,21.1,0.0
-15.0,129.0,29.8,70.2,0.0
-15.0,135.0,21.5,78.5,0.0
-15.0,141.0,54.6,45.4,0.0
-15.0,147.0,84.5,15.5,0.0
-15.0,153.0,100.0,0.0,0.0
-15.0,159.0,100.0,0.0,0.0
-15.0,165.0,98.2,1.8,0.0
-15.0,171.0,99.3,0.7,0.0
-15.0,177.0,96.7,3.3,0.0
-21.0,-177.0,99.8,0.2,0.0
-21.0,-171.0,99.9,0.1,0.0
-21.0,-165.0,100.0,0.0,0.0
-21.0,-159.0,100.0,0.0,0.0
-21.0,-153.0,100.0,0.0,0.0
-21.0,-147.0,100.0,0.0,0.0
-21.0,-141.0,100.0,0.0,0.0
-21.0,-135.0,100.0,0.0,0.0
-21.0,-129.0,100.0,0.0,0.0
-21.0,-123.0,100.0,0.0,0.0
-21.0,-117.0,100.0,0.0,0.0
-21.0,-111.0,100.0,0.0,0.0
-21.0,-105.0,100.0,0.0,0.0
-21.0,-99.0,100.0,0.0,0.0
-21.0,-93.0,100.0,0.0,0.0
-21.0,-87.0,100.0,0.0,0.0
-21.0,-81.0,100.0,0.0,0.0
-21.0,-75.0,100.0,0.0,0.0
-21.0,-69.0,29.2,70.8,0.0
-21.0,-63.0,0.0,100.0,0.0
-21.0,-57.0,0.0,100.0,0.0
-21.0,-51.0,0.2,99.8,0.0
-21.0,-45.0,9.7,90.3,0.0
-21.0,-39.0,79.4,20.6,0.0
-21.0,-33.0,100.0,0.0,0.0
-21.0,-27.0,100.0,0.0,0.0
-21.0,-21.0,100.0,0.0,0.0
-21.0,-15.0,100.0,0.0,0.0
-21.0,-9.0,100.0,0.0,0.0
-21.0,-3.0,100.0,0.0,0.0
-21.0,3.0,100.0,0.0,0.0
-21.0,9.0,99.9,0.1,0.0
-21.0,15.0,25.0,75.0,0.0
-21.0,21.0,0.0,100.0,0.0
-21.0,27.0,0.0,100.0,0.0
-21.0,33.0,10.2,89.8,0.0
-21.0,39.0,98.4,1.6,0.0
-21.0,45.0,32.4,67.6,0.0
-21.0,51.0,91.2,8.8,0.0
-21.0,57.0,98.9,1.1,0.0
-21.0,63.0,100.0,0.0,0.0
-21.0,69.0,100.0,0.0,0.0
-21.0,75.0,100.0,0.0,0.0
-21.0,81.0,100.0,0.0,0.0
-21.0,87.0,100.0,0.0,0.0
-21.0,93.0,100.0,0.0,0.0
-21.0,99.0,100.0,0.0,0.0
-21.0,105.0,100.0,0.0,0.0
-21.0,111.0,98.6,1.4,0.0
-21.0,117.0,48.0,52.0,0.0
-21.0,123.0,8.3,91.7,0.0
-21.0,129.0,0.0,100.0,0.0
-21.0,135.0,0.0,100.0,0.0
-21.0,141.0,0.0,100.0,0.0
-21.0,147.0,23.6,76.4,0.0
-21.0,153.0,95.8,4.2,0.0
-21.0,159.0,100.0,0.0,0.0
-21.0,165.0,95.5,4.5,0.0
-21.0,171.0,99.5,0.5,0.0
-21.0,177.0,99.1,0.9,0.0
-27.0,-177.0,100.0,0.0,0.0
-27.0,-171.0,100.0,0.0,0.0
-27.0,-165.0,100.0,0.0,0.0
-27.0,-159.0,100.0,0.0,0.0
-27.0,-153.0,100.0,0.0,0.0
-27.0,-147.0,100.0,0.0,0.0
-27.0,-141.0,100.0,0.0,0.0
-27.0,-135.0,100.0,0.0,0.0
-27.0,-129.0,100.0,0.0,0.0
-27.0,-123.0,100.0,0.0,0.0
-27.0,-117.0,100.0,0.0,0.0
-27.0,-111.0,100.0,0.0,0.0
-27.0,-105.0,100.0,0.0,0.0
-27.0,-99.0,100.0,0.0,0.0
-27.0,-93.0,100.0,0.0,0.0
-27.0,-87.0,100.0,0.0,0.0
-27.0,-81.0,100.0,0.0,0.0
-27.0,-75.0,100.0,0.0,0.0
-27.0,-69.0,18.5,81.5,0.0
-27.0,-63.0,0.0,100.0,0.0
-27.0,-57.0,1.2,98.8,0.0
-27.0,-51.0,11.6,88.4,0.0
-27.0,-45.0,97.6,2.4,0.0
-27.0,-39.0,100.0,0.0,0.0
-27.0,-33.0,100.0,0.0,0.0
-27.0,-27.0,100.0,0.0,0.0
-27.0,-21.0,100.0,0.0,0.0
-27.0,-15.0,100.0,0.0,0.0
-27.0,-9.0,100.0,0.0,0.0
-27.0,-3.0,100.0,0.0,0.0
-27.0,3.0,100.0,0.0,0.0
-27.0,9.0,100.0,0.0,0.0
-27.0,15.0,59.1,40.9,0.0
-27.0,21.0,0.0,100.0,0.0
-27.0,27.0,0.4,99.6,0.0
-27.0,33.0,51.8,48.2,0.0
-27.0,39.0,100.0,0.0,0.0
-27.0,45.0,87.7,12.3,0.0
-27.0,51.0,100.0,0.0,0.0
-27.0,57.0,100.0,0.0,0.0
-27.0,63.0,100.0,0.0,0.0
-27.0,69.0,100.0,0.0,0.0
-27.0,75.0,100.0,0.0,0.0
-27.0,81.0,100.0,0.0,0.0
-27.0,87.0,100.0,0.0,0.0
-27.0,93.0,100.0,0.0,0.0
-27.0,99.0,100.0,0.0,0.0
-27.0,105.0,100.0,0.0,0.0
-27.0,111.0,97.1,2.9,0.0
-27.0,117.0,4.6,95.4,0.0
-27.0,123.0,0.0,100.0,0.0
-27.0,129.0,0.0,100.0,0.0
-27.0,135.0,0.0,100.0,0.0
-27.0,141.0,0.0,100.0,0.0
-27.0,147.0,0.0,100.0,0.0
-27.0,153.0,48.7,51.3,0.0
-27.0,159.0,100.0,0.0,0.0
-27.0,165.0,100.0,0.0,0.0
-27.0,171.0,100.0,0.0,0.0
-27.0,177.0,100.0,0.0,0.0
-33.0,-177.0,100.0,0.0,0.0
-33.0,-171.0,100.0,0.0,0.0
-33.0,-165.0,100.0,0.0,0.0
-33.0,-159.0,100.0,0.0,0.0
-33.0,-153.0,100.0,0.0,0.0
-33.0,-147.0,100.0,0.0,0.0
-33.0,-141.0,100.0,0.0,0.0
-33.0,-135.0,100.0,0.0,0.0
-33.0,-129.0,100.0,0.0,0.0
-33.0,-123.0,100.0,0.0,0.0
-33.0,-117.0,100.0,0.0,0.0
-33.0,-111.0,100.0,0.0,0.0
-33.0,-105.0,100.0,0.0,0.0
-33.0,-99.0,100.0,0.0,0.0
-33.0,-93.0,100.0,0.0,0.0
